"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"traveler:HIRING_ENGINEERS_END","Three were civil engineers. Useless.","Tri estis ingxenieroj pri fabriko. Neuzeblaj."
"traveler:HIRING_ENGINEERS_END","I need mechanicals. I told you.","Mi bezonas mehxanistojn. Mi diris tiel al vi."
"traveler:HIRING_ENGINEERS_END","Anyway, is ok. Last guy very sharp.","Cxiaokaze, ne gravas. Lastulo tre lerta."
"traveler:HIRING_ENGINEERS_END","Thanks for the help.","Dankon por la helpo."
"traveler:FRIENDLY_GUARD0","Hello.","Saluton."
"traveler:FRIENDLY_GUARD0","I heard that you are from Nirsk?","Mi auxdis, ke vi estas de Nirsko?"
"traveler:FRIENDLY_GUARD0","I grew up there but I have not been back in many years.","Mi elkreskis tie sed mi ne revenis dum multaj jaroj."
"traveler:FRIENDLY_GUARD0","@It is still a shit-hole. As before.","@Gxi estas ankoraux fekulo. Kiel antauxe."
"traveler:FRIENDLY_GUARD0","Haha, of course. This is what I remember too.","He, kompreneble. Tio estas ankaux kion mi memoras."
"traveler:FRIENDLY_GUARD0","I am Sergiu. It is good to meet you.","Mi estas Sergiu. Estas bona konatigxi kun vi."
"traveler:FRIENDLY_GUARD0","I will do my best to keep you safe.","Mi faros mian plejeblon sekurigi vin."
"traveler:FRIENDLY_GUARD1","Thank you for yesterday.","Dankon pro hieraux."
"traveler:FRIENDLY_GUARD1","My aim is not like before.","Mia celo ne estas kiel antauxe."
"traveler:FRIENDLY_GUARD2","There is more action at this checkpoint than in the war.","Estas pli de agado cxe cxi tiu kontrolpunkto ol dum la milito."
"traveler:FRIENDLY_GUARD2","I fought in Kolechia for 5 years.","Mi batalis en Kolehxio dum 5 jarojn."
"traveler:FRIENDLY_GUARD2","If you think it is bad in Arstotzka, it is ten times worse in Kolechia.","Se vi pensas ke malbonas en Arstotzkujo, estas dek fojojn pli malbona en Kolehxio."
"traveler:FRIENDLY_GUARD2","I do not blame them for coming here.","Mi ne kulpigas ilin por veni tien."
"traveler:FRIENDLY_GUARD2","Anyways, you are doing well. Keep it up.","Cxiuokaze, vi fartas bone. Dauxru."
"traveler:FRIENDLY_GUARD3","Friend, how are you?","Amiko, kiel vi fartas?"
"traveler:FRIENDLY_GUARD3","I have a small favor to ask.","Mi havas etan favoron peti."
"traveler:FRIENDLY_GUARD3","During the war, I met a beautiful girl.","Dum la milito, mi ekkonis belan knabinon."
"traveler:FRIENDLY_GUARD3","I think about her every moment.","Mi cxiam pripensas pri sxi."
"traveler:FRIENDLY_GUARD3","Yesterday I receive word that she is finally coming here.","Hieraux mi sciigxis, ke finfine sxi venas tien."
"traveler:FRIENDLY_GUARD3","Please, let her pass and I will be in your debt.","Mi petas, lasu sxin trapasi kaj mi sxuldos al vi."
"traveler:FRIENDLY_GUARD3","Her name is Elisa.","Sxia nomo estas Elisa."
"traveler:FRIENDLY_GUARD4","Thank you for everything.","Dankon pro cxio."
"traveler:FRIENDLY_GUARD4","Elisa is so happy here.","Elisa tiom gxojas tie."
"traveler:FRIENDLY_GUARD4","She says our first son will have your name.","Sxi diras, ke nia unua filo havos vian nomon."
"traveler:FRIENDLY_GUARD4","This is fine but I told her I want a daughter first!","Estas bona sed mi diris al sxi ke mi volas filinon unue!"
"traveler:FRIENDLY_GUARD4","I would like to show the locket to her.","Mi volus montri al sxi la medalionon."
"traveler:FRIENDLY_GUARD4","Do you still have it?","Cxu vi ankoraux havas gxin?"
"traveler:FRIENDLY_GUARD4","Ah, I missed not having this with me.","Ho, mankas al mi la posedon de tio."
"traveler:FRIENDLY_GUARD4","It is not much, but we have found a small way to thank you.","Ne estas multa, sed ni trovis etan manieron por danki vin."
"traveler:FRIENDLY_GUARD4","Elisa will deliver it to your home. I hope that it helps.","Elisa liveros gxin al via hejmo. Mi esperas ke gxi helpas."
"traveler:FRIENDLY_GUARD4","Tomorrow I am transferred to another post.","Morgaux mi estos movata al alian postenon."
"traveler:FRIENDLY_GUARD4","Stay safe my friend.","Restu sekura mia amiko."
"traveler:FRIENDLY_GUARD4","Elisa did not come.","Elisa ne venis."
"traveler:FRIENDLY_GUARD4","@She arrived, but her papers were not in order.","@Sxi alvenis, sed sxiaj paperoj ne estis en ordo."
"traveler:FRIENDLY_GUARD4","@Tell her to try again with the correct documents.","@Diru al sxi reprovi kun la korektaj dokumentoj."
"traveler:FRIENDLY_GUARD4","You know this is impossible.","Vi scias ke tio estas neebla."
"traveler:FRIENDLY_GUARD4","If you have the locket, give it back to me.","Se vi havas la medalionon, redonu gxin al mi."
"traveler:ELISA","Do you know Sergiu?","Cxu vi konas Sergiu?"
"traveler:ELISA","He said you were friend. That you would help.","Li diris vi estas amiko. Ke vi helpos."
"traveler:ELISA","Please, my family is gone.","Mi petas. Mi ne havas familion."
"traveler:ELISA","I have only Sergiu left.","Mi nur havas Sergiu nun."
"traveler:ELISA","@You do not have the required documentation.","@Vi ne havas la postulan dokumentadon."
"traveler:ELISA","I tried for so long.","Mi klopodis tiom longe."
"traveler:ELISA","They would not allow me to leave.","Ili ne permesis al mi parti."
"traveler:ELISA","I am denied?","Mi estas malaprobita?"
"traveler:ELISA","I understand.","Mi komprenas."
"traveler:ELISA","Please, tell Sergiu I will always love him.","Mi peta, diru al Sergiu mi cxiam amos lin."
"traveler:ELISA","We will be together in another life.","Ni kunestos en alian vivon."
"traveler:ELISA","Return this for him to remember me.","Redonu tion al li por rememori min."
"traveler:ELISA","Thank you so much.","Multajn dankojn."
"traveler:ELISA","I will never forget your kindness.","Mi neniam forgesos vian bonkorecon."
"traveler:ELISA","@He is waiting for you.","@Li atendas vin."
"traveler:ELISA","My love.","Mia amo."
"traveler:ELISA","I miss him.","Li mankas al mi."
"traveler:ELISA","@I am sorry. Sergiu was killed.","@Mi bedauxras. Sergiu estas mortiginta."
"traveler:ELISA","My Sergiu.","Mia Sergiu."
"traveler:ELISA","Thank you for your kindness.","Dankon pro via bonkorecon."
"traveler:ELISA","There is nothing for me here any more.","Estas nenio tie por mi nun."
"traveler:ELISA","Thank you.","Dankon."
"traveler:PRISON_GUARD_REPORTDETAINS","You detained nobody.","Vi malliberigis neniun."
"traveler:PRISON_GUARD_REPORTDETAINS","You detained only one person.","Vi malliberigis nur unu homon."
"traveler:PRISON_GUARD_REPORTDETAINS","You detained ${Game/NumDetains} people.","Vi malliberigis ${Game/NumDetains} homojn."
"traveler:PRISON_GUARD0","Hello.","Saluton."
"traveler:PRISON_GUARD0","@Are you the spy?","@Cxu vi estas la spiono?"
"traveler:PRISON_GUARD0","What? No.","Kio? Ne."
"traveler:PRISON_GUARD0","I am guard here. My name is Calensk.","Mi estas gardisto tie. Mia nomo estas Calensk."
"traveler:PRISON_GUARD0","They told me I get good position, then send me here.","Ili diris al mi ke ricevas bonan oficon, poste sendu min tie."
"traveler:PRISON_GUARD0","This is thanks I get.","Jen mia danko."
"traveler:PRISON_GUARD0","Now they pay me almost nothing.","Nun ili pagas min preskaux nenio."
"traveler:PRISON_GUARD0","@They pay us all as much.","@Ili tiel pagas cxiujn el ni."
"traveler:PRISON_GUARD0","Yes. But look.","Jes. Sed vidu."
"traveler:PRISON_GUARD0","I get small bonus when you detain people.","Mi ricevas etan bonifikon kiam vi malliberigas iujn."
"traveler:PRISON_GUARD0","More you detain, more they give me for processing.","Ju pli vi malliberigas, des pli ili donas al mi por traktado."
"traveler:PRISON_GUARD0","But this is not fair, right? You should get something too.","Sed tio ne estas justa, ne? Ankaux vi devas ricevi ion."
"traveler:PRISON_GUARD0","So I fix this problem.","Do mi korektas tiun problemon."
"traveler:PRISON_GUARD0","I give you 5 credits from my bonus for every two people you detain.","Mi donas al vi 5 kreditojn el mia bonofiko po du malliberigantoj."
"traveler:PRISON_GUARD0","Sounds like good deal to me.","Sxajnas al mi bona komerco."
"traveler:PRISON_GUARD0","I give money to you after I get paid.","Mi donas monon al vi poste mi estas pagita."
"traveler:PRISON_GUARD0","Let us make the best of this.","Ni arangxu nin lauxeble."
"traveler:PRISON_GUARD3","Here.","Jen."
"traveler:PRISON_GUARD3","For bonus and selling bomb parts.","Por bonifiko kaj vendante partojn de bombo."
"traveler:PRISON_GUARD3","They move our station to prison.","Ili movas nian stacion al malliberejo."
"traveler:PRISON_GUARD3","We still get bonus so keep detaining.~","Ni ankoraux ricevas bonifikon do dauxru malliberigi."
"traveler:PRISON_GUARD3","I stop visiting you here.","Mi cxesas vizitante vin tie."
"traveler:PRISON_GUARD3","I will drop off money at your home instead.","Mi anstatauxe liveros monon cxe vi domo."
"traveler:PRISON_GUARD3","Every other night.","Cxiu dua nokto."
"traveler:PRISON_GUARD_PAYOUT","What is going on?","What is going on?"
"traveler:PRISON_GUARD_PAYOUT","I am getting nothing because of you.","I am getting nothing because of you."
"traveler:PRISON_GUARD_PAYOUT","Detain more people and we will both benefit.","Detain more people and we will both benefit."
"traveler:PRISON_GUARD_PAYOUT","Good morning.","Good morning."
"traveler:PRISON_GUARD_PAYOUT","You are not detaining enough people.","You are not detaining enough people."
"traveler:PRISON_GUARD_PAYOUT","I have nothing to give you.","I have nothing to give you."
"traveler:PRISON_GUARD_PAYOUT","Detain more to share part of my bonus.","Detain more to share part of my bonus."
"traveler:PRISON_GUARD_PAYOUT","Bonus is good, they pay ok.","Bonus is good, they pay ok."
"traveler:PRISON_GUARD_PAYOUT","It is not much though.","It is not much though."
"traveler:PRISON_GUARD_PAYOUT","Maybe you detain more people and we do better.","Maybe you detain more people and we do better."
"traveler:PRISON_GUARD_PAYOUT","@This is not enough.","@This is not enough."
"traveler:PRISON_GUARD_PAYOUT","Yes, I know.","Yes, I know."
"traveler:PRISON_GUARD_PAYOUT","My wife sick now. Neighbor spreads the flu.","My wife sick now. Neighbor spreads the flu."
"traveler:PRISON_GUARD_PAYOUT","This is what is left after medicine.","This is what is left after medicine."
"traveler:PRISON_GUARD_PAYOUT","I give you rest next time.","I give you rest next time."
"traveler:PRISON_GUARD_PAYOUT","Maybe you detain more people to make it easier.","Maybe you detain more people to make it easier."
"traveler:PRISON_GUARD_PAYOUT","Here is your cut.","Here is your cut."
"traveler:PRISON_GUARD_PAYOUT","@There is more from last time.","@There is more from last time."
"traveler:PRISON_GUARD_PAYOUT","This is all I have now but soon I make up rest.","This is all I have now but soon I make up rest."
"traveler:PRISON_GUARD_PAYOUT","Again it is a little short.","Again it is a little short."
"traveler:PRISON_GUARD_PAYOUT","Keep detaining and I pay you back soon.","Keep detaining and I pay you back soon."
"traveler:PRISON_GUARD_BOMB","What is going on?","What is going on?"
"traveler:PRISON_GUARD_BOMB","Oh. Hah.","Oh. Hah."
"traveler:PRISON_GUARD_BOMB","What is this amateur shit?","What is this amateur shit?"
"traveler:PRISON_GUARD_BOMB","@Should we evacuate?","@Should we evacuate?"
"traveler:PRISON_GUARD_BOMB","For that little thing? No of course not.","For that little thing? No of course not."
"traveler:PRISON_GUARD_BOMB","Just disable it. Open the cover.","Just disable it. Open the cover."
"traveler:PRISON_GUARD_BOMB","Stupid fucking terrorist.","Stupid fucking terrorist."
"traveler:PRISON_GUARD_BOMB","Could not even add a display.","Could not even add a display."
"traveler:PRISON_GUARD_BOMB","@What should I do now?","@What should I do now?"
"traveler:PRISON_GUARD_BOMB","This is poorest bomb I ever see. A simple mind created this.","This is poorest bomb I ever see. A simple mind created this."
"traveler:PRISON_GUARD_BOMB","Just cut the wires in order.","Just cut the wires in order."
"traveler:PRISON_GUARD_BOMB","Ok, all done. Back to work.","Ok, all done. Back to work."
"traveler:PRISON_GUARD_BOMB","@We should close the checkpoint.","@We should close the checkpoint."
"traveler:PRISON_GUARD_BOMB","Bullshit. I need to earn money today.","Bullshit. I need to earn money today."
"traveler:PRISON_GUARD_BOMB","Give bomb to me.","Give bomb to me."
"traveler:PRISON_GUARD_BOMB","I sell materials and give you cut.","I sell materials and give you cut."
"traveler:PRISON_GUARD_BOMB","What a piece of shit.","What a piece of shit."
"traveler:PRISON_GUARD_BOMB","I doubt it is even worth much.","I doubt it is even worth much."
"traveler:PRISON_GUARD_BOMB","Call the next immigrant.","Call the next immigrant."
"traveler:TIME_BOMBER","DEATH TO ARSTOTZKA!","DEATH TO ARSTOTZKA!"
"traveler:BOSS_REPORTCITATIONS","You have received no citations.","Vi ricevas neniun imputon."
"traveler:BOSS_REPORTCITATIONS","You have received one citation.","Vi ricevas unu imputon."
"traveler:BOSS_REPORTCITATIONS","You have received ${Game/NumCitations} citations.","Vi ricevas ${Game/NumCitations} imputojn."
"traveler:BOSS0","So.~","So.~"
"traveler:BOSS0","You are inspector here.~","You are inspector here.~"
"traveler:BOSS0","That makes you my responsibility.~","That makes you my responsibility.~"
"traveler:BOSS0","You make Arstotzka proud.~","You make Arstotzka proud.~"
"traveler:BOSS0","Hang it on wall here.","Hang it on wall here."
"traveler:BOSS0","I return in 10 days.~","I return in 10 days.~"
"traveler:BOSS0","Maintain your diligence.","Maintain your diligence."
"traveler:BOSS0","Glory to Arstotzka.","Gloro al Arstotzkujo."
"traveler:BOSS0","Perhaps it was mistake to rely on lottery.","Perhaps it was mistake to rely on lottery."
"traveler:BOSS0","Let this motivate you.~","Let this motivate you.~"
"traveler:BOSS0","Do not embarrass me.","Do not embarrass me."
"traveler:BOSS0","It makes me look like fool to trust lottery.~","It makes me look like fool to trust lottery.~"
"traveler:BOSS0","Let this motivate you to improve.~","Let this motivate you to improve.~"
"traveler:BOSS0","Do not embarrass me further.","Do not embarrass me further."
"traveler:BOSS1","It is too early to come all the way out here.","It is too early to come all the way out here."
"traveler:BOSS1","The smell at this checkpoint makes me sick.","The smell at this checkpoint makes me sick."
"traveler:BOSS1","Where is plaque I gave you?","Where is plaque I gave you?"
"traveler:BOSS1","Why is it not on wall?","Why is it not on wall?"
"traveler:BOSS1","What is other shit hanging here?","What is other shit hanging here?"
"traveler:BOSS1","These walls are for official plaques only.","These walls are for official plaques only."
"traveler:BOSS1","Your pay will be docked for violation.","Your pay will be docked for violation."
"traveler:BOSS1","@It will not happen again.","@It will not happen again."
"traveler:BOSS1","At least you are performing well.","At least you are performing well."
"traveler:BOSS1","Continue this honorable service.","Continue this honorable service."
"traveler:BOSS1","At least your performance is not terrible.","At least your performance is not terrible."
"traveler:BOSS1","Do not slip further.","Do not slip further."
"traveler:BOSS1","And your performance is terrible.","And your performance is terrible."
"traveler:BOSS1","Maybe you have forgotten what your job is.","Maybe you have forgotten what your job is."
"traveler:BOSS1","There are many more who can take your place.","There are many more who can take your place."
"traveler:BOSS1","Now.","Now."
"traveler:BOSS1","I have old friend coming through.","I have old friend coming through."
"traveler:BOSS1","Approve her entry.","Approve her entry."
"traveler:BOSS1","She is Shae Piersovska.~","She is Shae Piersovska.~"
"traveler:BOSS1","I do not want to hear of any trouble to her.","I do not want to hear of any trouble to her."
"traveler:BOSS1","Glory to Arstotzka.","Gloro al Arstotzkujo."
"traveler:BOSS2","You little bastard.~","You little bastard.~"
"traveler:BOSS2","Shae thinks I am powerless fool now.","Shae thinks I am powerless fool now."
"traveler:BOSS2","It was made very clear to let her through.","It was made very clear to let her through."
"traveler:BOSS2","Now I must think about the consequences for you.~","Now I must think about the consequences for you.~"
"traveler:BOSS2","Maybe this place not so bad.","Maybe this place not so bad."
"traveler:BOSS2","With everything going on, checkpoint visit is nice break.~","With everything going on, checkpoint visit is nice break.~"
"traveler:BOSS2","You still do not hang the plaques.","You still do not hang the plaques."
"traveler:BOSS2","Why do you not hang both plaques?","Why do you not hang both plaques?"
"traveler:BOSS2","But again you have unauthorized items on wall.","But again you have unauthorized items on wall."
"traveler:BOSS2","I warned before.~","I warned before.~"
"traveler:BOSS2","But what is other shit hanging here?","But what is other shit hanging here?"
"traveler:BOSS2","These walls are for official plaques only.","These walls are for official plaques only."
"traveler:BOSS2","Your pay will be docked for violation.","Your pay will be docked for violation."
"traveler:BOSS2","@It will not happen again.","@It will not happen again."
"traveler:BOSS2","There are no more plaques.","There are no more plaques."
"traveler:BOSS_BUDDY","How is Dimitri?","How is Dimitri?"
"traveler:BOSS_BUDDY","I hear he runs checkpoint now.","I hear he runs checkpoint now."
"traveler:BOSS_BUDDY","It looks like somewhere he would fit in.","It looks like somewhere he would fit in."
"traveler:BOSS_BUDDY","I bet he is still terrible boss.","I bet he is still terrible boss."
"traveler:BOSS_BUDDY","You know, Dimitri asked me to come.","You know, Dimitri asked me to come."
"traveler:BOSS_BUDDY","Said I would get through.","Said I would get through."
"traveler:BOSS_BUDDY","But I guess he is not so much in control.","But I guess he is not so much in control."
"traveler:BOSS_BUDDY","I hope Dimitri tires more easily now.","I hope Dimitri tires more easily now."
"traveler:BOSS_BUDDY","I do not want to stay long in Arstotzka.","I do not want to stay long in Arstotzka."
"traveler:BOSS_BUDDY","Ah, I would not do that.","Ah, I would not do that."
"traveler:BOSS_BUDDY","Dimitri is not forgiving person.","Dimitri is not forgiving person."
"traveler:BOSS_BUDDY","I am no fool.","I am no fool."
"traveler:BOSS_BUDDY","This is inconvenience, but I am not worried for myself.","This is inconvenience, but I am not worried for myself."
"traveler:BOSS_BUDDY","Tell Dimitri I said hello.","Tell Dimitri I said hello."
"traveler:BOSS_ANGRY","You worthless urchin.~","You worthless urchin.~"
